package,fun_name,file,line1,col1,line2,col2,call_fun_name,args
ff,add.ff,/tmp/Rtmp6L2U57/R.INSTALLd225482d4e2b/ff/R/ff.R,4752,3,4752,25,eval.parent,assigncall
ff,add.default,/tmp/Rtmp6L2U57/R.INSTALLd225482d4e2b/ff/R/ff.R,4767,3,4767,25,eval.parent,assigncall
fGarch,garchFit,/tmp/Rtmp6weaRO/R.INSTALL3073e71eaeaec/fGarch/R/garch-FitFromFormula.R,98,9,98,53,eval,"parse(text = paste(""data("", data, "")""))"
fGarch,garchFit,NA,NA,NA,NA,NA,eval,parse(text = data)
fields,wendland.eval,NA,NA,NA,NA,NA,eval,f.deriv
fields,wendland.eval,NA,NA,NA,NA,NA,eval,f.deriv
flexclust,kccaFamily,/tmp/RtmpoRHr46/R.INSTALL9ed953ce9a5d/flexclust/R/family.R,78,5,78,32,eval,FAMILY_CLUSTER_ALLCENT
flextable,get_i_from_formula,NA,NA,NA,NA,NA,eval,"as.call(f[[2]]), data"
flextable,set_part_df,NA,NA,NA,NA,NA,eval,"call(class(x[[part]]), data = header_data, col_keys = x$col_keys, cwidth = 0.75, cheight = 0.25)"
foreach,nextElem.ifilteredforeach,NA,NA,NA,NA,NA,eval,"obj$qcond, elem, obj$evalenv"
foreach,iter.foreach,NA,NA,NA,NA,NA,eval,"a, extra, obj$evalenv"
foreach,iter.foreach,NA,NA,NA,NA,NA,eval,"combineInfo$init, extra, obj$evalenv"
foreach,doSEQ,NA,NA,NA,NA,NA,eval,"xpr, envir"
foreach,callCombine,NA,NA,NA,NA,NA,eval,"callobj, obj$state"
foreach,callCombine,NA,NA,NA,NA,NA,eval,"callobj, obj$state"
forecast,ggAddExtras,NA,NA,NA,NA,NA,eval.parent,quote(list(...))
forecast,getxreg,NA,NA,NA,NA,NA,eval.parent,z$coef$xreg
forecast,getxreg,NA,NA,NA,NA,NA,eval.parent,z$call$xreg
forecast,forecast.lm,NA,NA,NA,NA,NA,eval,object$call$data
forecast,forecast.lm,NA,NA,NA,NA,NA,eval,parse(text = x)[[1]][[1]]
forecast,forecast.lm,NA,NA,NA,NA,NA,eval,"parse(text = subvars)[[1]], newdata"
forecast,getResponse.fracdiff,NA,NA,NA,NA,NA,eval.parent,parse(text = series.name)
forecast,getResponse.fracdiff,NA,NA,NA,NA,NA,eval.parent,"parse(text = series.name), 2"
forecast,autolayer.mforecast,NA,NA,NA,NA,NA,eval,cl
forecast,getResponse.Arima,NA,NA,NA,NA,NA,eval.parent,parse(text = series.name)
forecast,getResponse.Arima,NA,NA,NA,NA,NA,eval.parent,"parse(text = series.name), 2"
forecast,ggCcf,NA,NA,NA,NA,NA,eval.parent,cl
forecast,geom_forecast,NA,NA,NA,NA,NA,eval.parent,cl
forecast,ggtaperedacf,NA,NA,NA,NA,NA,eval.parent,cl
forecast,hfitted,NA,NA,NA,NA,NA,eval,parse(text = i)[[1]]
forecast,ggAcf,NA,NA,NA,NA,NA,eval.parent,cl
forecast,autoplot.tbats,/tmp/RtmpPunnDd/R.INSTALLd12327ff0890/forecast/R/ggplot.R,540,3,540,17,eval.parent,cl
forecast,forecast.mts,NA,NA,NA,NA,NA,eval,cl
forecast,residuals.ARFIMA,NA,NA,NA,NA,NA,eval.parent,parse(text = as.character(object$call)[2])
forecast,tslm,NA,NA,NA,NA,NA,eval,term[[1]]
forecast,tslm,NA,NA,NA,NA,NA,eval,"attr(mt, ""variables"")[[attr(mt, ""response"") + 1]]"
forecast,forecast.mlm,NA,NA,NA,NA,NA,eval,cl
forecast,autolayer.mts,NA,NA,NA,NA,NA,eval,cl
forestplot,prFpGetLabels,NA,NA,NA,NA,NA,eval,txt_out
forestplot,forestplot.default,/tmp/RtmpxVKA0j/R.INSTALLb0035fc54996/forestplot/R/forestplot.R,839,9,839,32,eval,as.call(call_list)
forestplot,forestplot.default,NA,NA,NA,NA,NA,eval,as.call(call_list)
forestplot,prFpDrawLegend,/tmp/RtmpxVKA0j/R.INSTALLb0035fc54996/forestplot/R/private.R,711,5,711,28,eval,as.call(call_list)
formatR,tidy_eval,NA,NA,NA,NA,NA,eval,"res <- parse_only(txt[i]), envir"
fpc,lcmixed,NA,NA,NA,NA,NA,eval,retval@defineComponent
functional,CurryL,/tmp/RtmpiG3MSY/R.INSTALL364825c755367/functional/R/functional.R,30,5,30,52,eval,"substitute(do.call(FUN, c(.curried, .args)))"
futile.logger,layout.tracearg,NA,NA,NA,NA,NA,eval,external.call[[1]]
future.apply,future_replicate,NA,NA,NA,NA,NA,eval.parent,substitute(function(...) expr)
future.apply,future_xapply,NA,NA,NA,NA,NA,eval,"formals(Future)[[""conditions""]]"
gamlss,get.rqres,NA,NA,NA,NA,NA,eval,obj$rqres
gamlss,getTGD,NA,NA,NA,NA,NA,eval,ures
gamlss,getTGD,NA,NA,NA,NA,NA,eval,devi
gamlss,gamlss.re,NA,NA,NA,NA,NA,eval,substitute(Data)
gamlss,centiles.fan,NA,NA,NA,NA,NA,eval,newcall
gamlss,centiles.fan,NA,NA,NA,NA,NA,eval,newcall
gamlss,residuals.gamlss,NA,NA,NA,NA,NA,eval,object$rqres
gamlss,wp,NA,NA,NA,NA,NA,eval,"substitute(xvar), as.environment(DaTa)"
gamlss,wp,NA,NA,NA,NA,NA,eval,"deparen(rhs[[2L]]), as.environment(DaTa)"
gamlss,wp,NA,NA,NA,NA,NA,eval,"deparen(rhs[[3L]]), as.environment(DaTa)"
gamlss,wp,NA,NA,NA,NA,NA,eval,"deparen(rhs), as.environment(DaTa)"
gamlss,wp,NA,NA,NA,NA,NA,eval,deparen(rhs[[2L]])
gamlss,wp,NA,NA,NA,NA,NA,eval,deparen(rhs[[3L]])
gamlss,wp,NA,NA,NA,NA,NA,eval,deparen(rhs)
gamlss,additive.fit,NA,NA,NA,NA,NA,eval,smooth.calls[[j]]
gamlss,stepGAIC.CH,NA,NA,NA,NA,NA,eval,parse(text = form)
gamlss,stepGAIC.CH,NA,NA,NA,NA,NA,eval,parse(text = form)
gamlss,vcov.gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".fix==TRUE"", sep = """"))"
gamlss,vcov.gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(paste(object$family[1], ""()$"", sep = """"), i, sep = """"), "".linkfun"", sep = """"))"
gamlss,drop1All,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,gamlss.scope,NA,NA,NA,NA,NA,eval,"parse(text = paste(""~"", paste(junk, collapse = ""+"")))"
gamlss,getQuantile,NA,NA,NA,NA,NA,eval,"parse(text = as.character(obj$call[""data""]))"
gamlss,getQuantile,NA,NA,NA,NA,NA,eval,parse(text = pdf)
gamlss,getQuantile,NA,NA,NA,NA,NA,eval,"call(qfun, p = quantile, mu = pp[, ""mu""])"
gamlss,getQuantile,NA,NA,NA,NA,NA,eval,"call(qfun, p = quantile, mu = pp[, ""mu""], sigma = pp[, ""sigma""])"
gamlss,getQuantile,NA,NA,NA,NA,NA,eval,"call(qfun, p = quantile, mu = pp[, ""mu""], sigma = pp[, ""sigma""], nu = pp[, ""nu""])"
gamlss,getQuantile,NA,NA,NA,NA,NA,eval,"call(qfun, p = quantile, mu = pp[, ""mu""], sigma = pp[, ""sigma""], nu = pp[, ""nu""], tau = pp[, ""tau""])"
gamlss,devianceIncr,NA,NA,NA,NA,NA,eval,parse(text = pdf)
gamlss,devianceIncr,NA,NA,NA,NA,NA,eval,parse(text = pdf)
gamlss,devianceIncr,NA,NA,NA,NA,NA,eval,parse(text = pdf)
gamlss,devianceIncr,NA,NA,NA,NA,NA,eval,"attributes(terms(formula(obj)))$variables[[2]], newdata"
gamlss,lo,NA,NA,NA,NA,NA,eval,substitute(Data)
gamlss,gamlssML,NA,NA,NA,NA,NA,eval,"quote(body(rqres)), getNamespace(""gamlss"")"
gamlss,gamlssML,NA,NA,NA,NA,NA,eval,"mcall, sys.parent()"
gamlss,gamlssML,NA,NA,NA,NA,NA,eval,parse(text = dfun)
gamlss,gamlssML,NA,NA,NA,NA,NA,eval,"fam$mu.initial, list(y = y)"
gamlss,gamlssML,NA,NA,NA,NA,NA,eval,"fam$sigma.initial, list(y = y, mu = mu)"
gamlss,gamlssML,NA,NA,NA,NA,NA,eval,"fam$nu.initial, list(y = y, mu = mu, sigma = sigma)"
gamlss,gamlssML,NA,NA,NA,NA,NA,eval,"fam$tau.initial, list(y = y, mu = mu, sigma = sigma, nu = nu)"
gamlss,gamlssML,NA,NA,NA,NA,NA,eval,fam$rqres
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"quote(body(rqres)), getNamespace(""gamlss"")"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,G.dev.expr
gamlss,gamlss,NA,NA,NA,NA,NA,eval,G.dev.expr
gamlss,gamlss,NA,NA,NA,NA,NA,eval,G.dev.expr
gamlss,gamlss,NA,NA,NA,NA,NA,eval,G.dev.expr
gamlss,gamlss,NA,NA,NA,NA,NA,eval,G.dev.expr
gamlss,gamlss,NA,NA,NA,NA,NA,eval,G.dev.expr
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fix"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,parse(text = what)
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".fit$eta"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".fit$wv"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".fit$wt"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".object$link"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".terms"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".X"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".fit$qr"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".fit$coefficients"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".fit$os"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".terms"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".frame"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".formula"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".smoothers"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$nl.df"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$rank"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$nl.df"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$smooth"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$var"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$coefSmo"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$lambda"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$pen"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$rank"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fix"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,parse(text = what)
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fix"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".smoothers"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$nl.df"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$rank"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$nl.df"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".terms"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".formula"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".fit$rank"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".terms"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(what, "".formula"", sep = """"))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""family$"", what, "".link"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""family$"", what, "".linkfun"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""family$"", what, "".linkinv"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""family$"", what, "".dr"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""family$"", what, "".valid"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".smoothers"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".a$term.labels"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".smoothers"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(what, "".frame"", sep = """")))"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"mcall, sys.parent()"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,family$mu.initial
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"mcall, sys.parent()"
gamlss,gamlss,NA,NA,NA,NA,NA,eval,family$sigma.initial
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"mcall, sys.parent()"
gamlss,gamlss,/tmp/RtmpglOH1B/R.INSTALL368af1402be12/gamlss/R/gamlss.R,1091,13,1091,35,eval,family$nu.initial
gamlss,gamlss,NA,NA,NA,NA,NA,eval,"mcall, sys.parent()"
gamlss,gamlss,/tmp/RtmpglOH1B/R.INSTALL368af1402be12/gamlss/R/gamlss.R,1125,10,1125,33,eval,family$tau.initial
gamlss,gamlss,NA,NA,NA,NA,NA,eval,substitute(method)
gamlss,gamlss,NA,NA,NA,NA,NA,eval,G.dev.expr
gamlss,gamlss,NA,NA,NA,NA,NA,eval,family$rqres
gamlss,z.scores,NA,NA,NA,NA,NA,eval,newcall
gamlss,numeric.deriv,NA,NA,NA,NA,NA,eval,"substitute(expr), rho"
gamlss,numeric.deriv,NA,NA,NA,NA,NA,eval,"substitute(expr), rho"
gamlss,refit,NA,NA,NA,NA,NA,eval,"call, parent.frame()"
gamlss,stepGAIC.VR,NA,NA,NA,NA,NA,eval.parent,fit
gamlss,model.frame.gamlss,NA,NA,NA,NA,NA,eval,"Call$data, environment(formula$mu.terms)"
gamlss,stepGAICAll.B,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,stepGAICAll.B,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,stepGAICAll.B,NA,NA,NA,NA,NA,eval.parent,fit
gamlss,histDist,NA,NA,NA,NA,NA,eval,as.expression(fname)
gamlss,histDist,NA,NA,NA,NA,NA,eval,newcall
gamlss,histDist,NA,NA,NA,NA,NA,eval,newcall
gamlss,histDist,NA,NA,NA,NA,NA,eval,newcall
gamlss,drop1TGD,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,other
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,other
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,model
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,model
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,model$data
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,other
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,other
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,model
gamlss,find.hyper,NA,NA,NA,NA,NA,eval,model
gamlss,rqres,NA,NA,NA,NA,NA,eval,parse(text = pfun)
gamlss,add1All,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,update.gamlss,NA,NA,NA,NA,NA,eval,"call, parent.frame()"
gamlss,gamlss.lo,NA,NA,NA,NA,NA,eval,substitute(Data)
gamlss,par.plot,NA,NA,NA,NA,NA,eval,"x, data, parent.frame()"
gamlss,par.plot,NA,NA,NA,NA,NA,eval,"y, data, parent.frame()"
gamlss,par.plot,NA,NA,NA,NA,NA,eval,"a, data, parent.frame()"
gamlss,par.plot,NA,NA,NA,NA,NA,eval,"b, data, parent.frame()"
gamlss,par.plot,NA,NA,NA,NA,NA,eval,"substitute(subjects), as.environment(data)"
gamlss,par.plot,NA,NA,NA,NA,NA,eval,form[[2]]
gamlss,par.plot,NA,NA,NA,NA,NA,eval,form[[3]]
gamlss,getMarginal,NA,NA,NA,NA,NA,eval,"parse(text = (paste0(""object$"", parameter, "".lp"", sep = """")))"
gamlss,getMarginal,NA,NA,NA,NA,NA,eval,"parse(text = paste0(""object$"", parameter, "".s[,\"""", random.term, ""\""]""))"
gamlss,getMarginal,NA,NA,NA,NA,NA,eval,"parse(text = paste0(""getSmo("", deparse(substitute(object)), "", parameter=\"""", parameter, ""\"")$sigb""))"
gamlss,getMarginal,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""fam$"", parameter, "".linkinv"", sep = """")))"
gamlss,stepTGD,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,stepTGD,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,stepTGD,NA,NA,NA,NA,NA,eval.parent,fit
gamlss,rqres1,NA,NA,NA,NA,NA,eval,"quote(body(rqres)), getNamespace(""gamlss"")"
gamlss,rqres1,NA,NA,NA,NA,NA,eval,obj$rqres
gamlss,predict.gamlss,NA,NA,NA,NA,NA,eval,Call$data
gamlss,predict.gamlss,NA,NA,NA,NA,NA,eval,"attr(Terms, ""variables"")[[off.num + 1]], data"
gamlss,predict.gamlss,NA,NA,NA,NA,NA,eval,Call
gamlss,predict.gamlss,NA,NA,NA,NA,NA,eval,parse(text = object$family[[1]])
gamlss,predict.gamlss,NA,NA,NA,NA,NA,eval,parse(text = object$family[[1]])
gamlss,predict.gamlss,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""object$"", what, "".link"", sep = """")))"
gamlss,predict.gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(family(object)[1], ""("", what, "".link="", eval(parse(text = (paste(""object$"", what, "".link"", sep = """")))), "")"", sep = """"))"
gamlss,prof.dev,NA,NA,NA,NA,NA,eval,object$call
gamlss,prof.term,NA,NA,NA,NA,NA,eval,other
gamlss,prof.term,NA,NA,NA,NA,NA,eval,call
gamlss,VC.test,NA,NA,NA,NA,NA,eval,gamlss.family(fname1)
gamlss,VC.test,NA,NA,NA,NA,NA,eval,gamlss.family(fname2)
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName1, pobj1$y, bd = obj1$bd, , mu = pobj1$mu, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName1, pobj1$y, bd = obj1$bd, mu = pobj1$mu, sigma = pobj1$sigma, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName1, pobj1$y, bd = obj1$bd, mu = pobj1$mu, sigma = pobj1$sigma, nu = pobj1$nu, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName1, pobj1$y, bd = obj1$bd, mu = pobj1$mu, sigma = pobj1$sigma, nu = pobj1$nu, tau = pobj1$tau, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName1, pobj1$y, mu = pobj1$mu, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName1, pobj1$y, mu = pobj1$mu, sigma = pobj1$sigma, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName1, pobj1$y, mu = pobj1$mu, sigma = pobj1$sigma, nu = pobj1$nu, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName1, pobj1$y, mu = pobj1$mu, sigma = pobj1$sigma, nu = pobj1$nu, tau = pobj1$tau, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName2, pobj2$y, bd = obj2$bd, , mu = pobj2$mu, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName2, pobj2$y, bd = obj2$bd, mu = pobj2$mu, sigma = pobj2$sigma, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName2, pobj2$y, bd = obj2$bd, mu = pobj2$mu, sigma = pobj2$sigma, nu = pobj2$nu, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName2, pobj2$y, bd = obj2$bd, mu = pobj2$mu, sigma = pobj2$sigma, nu = pobj2$nu, tau = pobj2$tau, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName2, pobj2$y, mu = pobj2$mu, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName2, pobj2$y, mu = pobj2$mu, sigma = pobj2$sigma, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName2, pobj2$y, mu = pobj2$mu, sigma = pobj2$sigma, nu = pobj2$nu, log = TRUE)"
gamlss,VC.test,NA,NA,NA,NA,NA,eval,"call(pdfName2, pobj2$y, mu = pobj2$mu, sigma = pobj2$sigma, nu = pobj2$nu, tau = pobj2$tau, log = TRUE)"
gamlss,pdf.plot,NA,NA,NA,NA,NA,eval,parse(text = fname)
gamlss,pdf.plot,NA,NA,NA,NA,NA,eval,parse(text = pdf11)
gamlss,pdf.plot,NA,NA,NA,NA,NA,eval,parse(text = pdf11)
gamlss,re,NA,NA,NA,NA,NA,eval,substitute(Data)
gamlss,re,NA,NA,NA,NA,NA,eval,substitute(Data)
gamlss,re,NA,NA,NA,NA,NA,eval,substitute(Data)
gamlss,ri,NA,NA,NA,NA,NA,eval,substitute(Data)
gamlss,centiles,NA,NA,NA,NA,NA,eval,newcall
gamlss,getPEF,NA,NA,NA,NA,NA,eval,"parse(text = as.character(obj$call[""data""]))"
gamlss,add1TGD,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,stepGAIC,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,stepGAIC,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,stepGAIC,NA,NA,NA,NA,NA,eval.parent,fit
gamlss,term.plot,NA,NA,NA,NA,NA,eval,"term, data, pf"
gamlss,term.plot,NA,NA,NA,NA,NA,eval,"object$call$data, envir"
gamlss,gamlssMLpred,NA,NA,NA,NA,NA,eval,"quote(body(rqres)), getNamespace(""gamlss"")"
gamlss,gamlssMLpred,NA,NA,NA,NA,NA,eval,ures
gamlss,gamlssMLpred,NA,NA,NA,NA,NA,eval,devi
gamlss,centiles.com,NA,NA,NA,NA,NA,eval,newcall
gamlss,centiles.com,NA,NA,NA,NA,NA,eval,newcall
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,parse(text = dfun)
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = as.character(object$call[""data""]))"
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".fix==TRUE"", sep = """"))"
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(paste(object$family[1], ""()$"", sep = """"), i, sep = """"), "".linkfun"", sep = """"))"
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(paste(object$family[1], ""()$"", sep = """"), i, sep = """"), "".link"", sep = """"))"
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".coefficients"", sep = """"))"
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".x"", sep = """"))"
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".link"", sep = """"))"
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".s"", sep = """"))"
gamlss,gen.likelihood,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".offset"", sep = """"))"
gamlss,get.K,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".x"", sep = """"))"
gamlss,get.K,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", i, sep = """"), "".lp"", sep = """"))"
gamlss,get.K,NA,NA,NA,NA,NA,eval,"parse(text = paste(""fam$dld"", ii, sep = """")), environment()"
gamlss,get.K,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""fam$"", i, sep = """"), "".dr"", sep = """"))"
gamlss,lpred,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""obj$"", what, "".link"", sep = """")))"
gamlss,lpred,NA,NA,NA,NA,NA,eval,"parse(text = paste(family(obj)[1], ""("", what, "".link="", eval(parse(text = (paste(""obj$"", what, "".link"", sep = """")))), "")"", sep = """"))"
gamlss,lpred,NA,NA,NA,NA,NA,eval,"parse(text = paste(obj$family[1], ""$"", what, "".dr"", ""("", ""obj$"", what, "".lp"", "")"", sep = """"))"
gamlss,gamlssVGD,NA,NA,NA,NA,NA,eval,"quote(body(rqres)), getNamespace(""gamlss"")"
gamlss,gamlssVGD,NA,NA,NA,NA,NA,eval,ures
gamlss,gamlssVGD,NA,NA,NA,NA,NA,eval,devi
gamlss,plot2way,NA,NA,NA,NA,NA,eval,obj$call$data
gamlss,centiles.pred,NA,NA,NA,NA,NA,eval,newcall
gamlss,centiles.pred,NA,NA,NA,NA,NA,eval,newcall
gamlss,addterm.gamlss,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,predict.gamlssML,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""object$"", what, "".link"", sep = """")))"
gamlss,predict.gamlssML,NA,NA,NA,NA,NA,eval,"parse(text = paste(object$family[1], ""("", what, "".link="", eval(parse(text = (paste(""object$"", what, "".link"", sep = """")))), "")"", sep = """"))"
gamlss,predict.gamlssML,NA,NA,NA,NA,NA,eval,"parse(text = (paste(""object$"", what, "".link"", sep = """")))"
gamlss,predict.gamlssML,NA,NA,NA,NA,NA,eval,"parse(text = paste(object$family[1], ""("", what, "".link="", eval(parse(text = (paste(""object$"", what, "".link"", sep = """")))), "")"", sep = """"))"
gamlss,predictAll,NA,NA,NA,NA,NA,eval,Call$data
gamlss,dropterm.gamlss,NA,NA,NA,NA,NA,eval.parent,nfit
gamlss,summary.gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", ""mu"", sep = """"), "".fix==TRUE"", sep = """"))"
gamlss,summary.gamlss,NA,NA,NA,NA,NA,eval,"parse(text = paste(paste(""object$"", ""sigma"", sep = """"), "".fix==TRUE"", sep = """"))"
